BLS_2_Countries_(SRES)_ABBREVNAME,Fips_code,ISO3v10,WH_2000,RI_2000,MZ_2000,WHA1F2020,RIA1F2020,MZA1F2020,ActChWHA1F2020,ActChRIAIF2020,ActChMZA1F2020,WHA1F2050,RIA1F2050,MZA1F2050,ActChWHA1F2050,ActChRIAIF2050,ActChMZA1F2050,WHA1F2080,RIA1F2080,MZA1F2080,ActChWHA1F2080,ActChRIAIF2080,ActChMZA1F2080,WHA2a2020,RIA2a2020,MZA2a2020,ActChWHA2a2020,ActChRIA2a2020,ActChMZA2a2020,WHA2a2050,RIA2a2050,MZA2a2050,ActChWHA2a2050,ActChRIA2a2050,ActChMZA2a2050,WHA2a2080,RIA2a2080,MZA2a2080,ActChWHA2a2080,ActChRIA2a2080,ActChMZA2a2080,WHA2b2020,RIA2b2020,MZA2b2020,ActCHWHA2b2020,ActChRIA2b2020,ActChMZA2b2020,WHA2b2050,RIA2b2050,MZA2b2050,ActCHWHA2b2050,ActChRIA2b2050,ActChMZA2b2050,WHA2b2080,RIA2b2080,MZA2b2080,ActChWHA2b2080,ActChRIA2b2080,ActChMZA2b2080,WHA2c2020,RIA2c2020,MZA2c2020,ActChWHA2c2020,ActChRIA2c2020,ActChMZA2c2020,WHA2c2050,RIA2c2050,MZA2c2050,ActChWHA2c2050,ActChRIA2c2050,ActChMZA2c2050,WHA2c2080,RIA2c2080,MZA2c2080,ActChWHA2c2080,ActChRIA2c2080,ActChMZA2c2080,WHB1a2020,RIB1a2020,MZB1a2020,ActChWHB1a2020,ActChRIB1a2020,ActChMZB1a2020,WHB1a2050,RIB1a2050,MZB1a2050,ActChWHB1a2050,ActChRIB1a2050,ActChMZB1a2050,WHB1a2080,RIB1a2080,MZB1a2080,ActChWHB1a2080,ActChRIB1a2080,ActChMZB1a2080,WHB2a2020,RIB2a2020,MZB2a2020,ActChWHB2a2020,ActChRIB2a2020,ActChMZB2a2020,WHB2a2050,RIB2a2050,MZB2a2050,ActChWHB2a2050,ActChRIB2a2050,ActChMZB2a2050,WHB2a2080,RIB2a2080,MZB2a2080,ActChWHB2a2080,ActChRIB2a2080,ActChMZB2a2080,WHB2b2020,RIB2b2020,MZB2b2020,ActChWHB2b2020,ActChRIB2b2020,ActChMZB2b2020,WHB2b2050,RIB2b2050,MZB2b2050,ActChWHB2b2050,ActChRIB2b2050,ActChMZB2b2050,WHB2b2080,RIB2b2080,MZB2b2080,ActChWHB2b2080,ActChRIB2b2080,ActChMZB2b2080,COUNTRY,WH%GR,RI%GR,MZ%GR,A1FI2020,A1FI2050,A1FI2080,A2A2020,A2A2050,A2A2080,A2B2020,A2B2050,A2B2080,A2C2020,A2C2050,A2C2080,B1A2020,B1A2050,B1A2080,B2A2020,B2A2050,B2A2080,B2B2020,B2B2050,B2B2080
Libya,LY,LBY,121428.57,,3011.43,-1.22,-3.22,-5.54,-1476.92,0.00,-166.82,-4.76,-5.76,-12.84,-5775.40,0.00,-386.75,-13.58,-14.58,-19.81,-16486.02,0.00,-596.49,-0.74,-2.74,-5.44,-902.63,0.00,-163.81,-1.24,-3.24,-9.84,-1508.32,0.00,-296.28,-5.64,-6.64,-15.46,-6845.05,0.00,-465.42,-0.56,-2.56,-5.03,-680.05,0.00,-151.37,-0.87,-2.87,-9.31,-1053.09,0.00,-280.43,-4.34,-5.34,-14.18,-5267.51,0.00,-426.98,-0.99,-2.99,-5.36,-1200.73,0.00,-161.40,-0.15,-2.15,-9.02,-176.16,0.00,-271.78,-5.01,-6.01,-15.39,-6085.14,0.00,-463.50,-0.87,-2.87,-5.08,-1061.44,0.00,-152.88,-1.68,-2.68,-8.34,-2036.23,0.00,-251.06,-3.28,-6.28,-11.02,-3988.43,0.00,-331.89,-2.24,-4.24,-7.11,-2721.90,0.00,-214.01,-4.26,-5.26,-10.85,-5178.23,0.00,-326.83,-4.74,-5.74,-12.65,-5755.51,0.00,-380.98,-1.54,-3.54,-6.03,-1867.35,0.00,-181.69,-2.03,-3.03,-8.66,-2461.58,0.00,-260.71,-9.47,-10.47,-17.79,-11495.52,0.00,-535.67,Libya,99.69,0.00,0.31,-0.41,-1.59,-4.53,-0.25,-0.42,-1.89,-0.19,-0.30,-1.46,-0.33,-0.06,-1.68,-0.30,-0.57,-1.10,-0.75,-1.43,-1.59,-0.52,-0.68,-3.16
Lithuania,LH,LTU,1193571.43,,4700.00,-4.91,-6.91,-7.91,-58546.66,0.00,-371.54,-7.18,-8.18,-14.18,-85700.23,0.00,-666.47,-3.83,-4.83,-13.83,-45765.46,0.00,-650.21,-5.73,-7.73,-8.73,-68333.34,0.00,-410.08,-6.30,-8.30,-13.30,-75217.01,0.00,-625.19,-1.83,-2.83,-12.83,-21863.46,0.00,-603.09,-4.40,-6.40,-7.40,-52550.23,0.00,-347.93,-6.77,-8.77,-13.77,-80796.25,0.00,-647.16,-3.00,-4.00,-14.00,-35768.47,0.00,-657.85,-2.98,-4.98,-5.98,-35547.73,0.00,-280.98,-6.83,-8.83,-13.83,-81474.46,0.00,-649.83,-3.42,-4.42,-14.42,-40767.85,0.00,-677.53,-7.88,-9.88,-10.88,-94107.57,0.00,-511.57,-6.10,-7.10,-11.10,-72849.26,0.00,-521.86,-8.41,-11.41,-14.41,-100347.13,0.00,-677.14,-8.86,-10.86,-11.86,-105727.94,0.00,-557.33,-7.17,-8.17,-12.17,-85587.79,0.00,-572.02,-5.83,-6.83,-12.83,-69532.56,0.00,-602.80,-5.99,-7.99,-8.99,-71457.17,0.00,-422.38,-10.00,-11.00,-15.00,-119314.55,0.00,-704.83,-7.38,-8.38,-14.38,-88033.99,0.00,-675.66,Lithuania,100.00,0.00,0.00,-1.64,-2.39,-1.28,-1.91,-2.10,-0.61,-1.47,-2.26,-1.00,-0.99,-2.28,-1.14,-2.63,-2.03,-2.80,-2.95,-2.39,-1.94,-2.00,-3.33,-2.46
Luxembourg,LU,LUX,68976.57,,2590.86,4.19,2.19,-1.68,2893.04,0.00,-43.46,9.28,8.28,-1.37,6402.22,0.00,-35.59,7.48,6.48,1.19,5162.39,0.00,30.84,5.67,3.67,-1.16,3907.71,0.00,-30.06,9.20,7.20,-1.32,6348.19,0.00,-34.12,13.14,12.14,0.45,9062.33,0.00,11.62,3.49,1.49,-0.72,2406.19,0.00,-18.77,8.92,6.92,-1.66,6150.29,0.00,-42.89,13.15,12.15,0.77,9072.37,0.00,19.85,3.34,1.34,-1.48,2306.63,0.00,-38.28,9.07,7.07,-1.81,6258.25,0.00,-46.90,13.51,12.51,0.44,9319.69,0.00,11.51,1.61,-0.39,-1.71,1108.48,0.00,-44.41,5.28,4.28,-2.83,3642.70,0.00,-73.35,6.86,3.86,-3.21,4734.25,0.00,-83.15,3.66,2.31,-2.60,2522.09,0.00,-67.43,5.13,4.13,-3.19,3538.31,0.00,-82.67,7.24,6.24,-1.42,4996.50,0.00,-36.70,3.16,1.16,-2.55,2178.57,0.00,-65.94,5.50,4.50,-3.13,3793.09,0.00,-81.06,8.85,7.85,-1.35,6107.00,0.00,-34.88,Luxembourg,1.00,1.00,1.00,0.02,0.05,0.05,0.03,0.05,0.09,0.01,0.05,0.09,0.01,0.05,0.09,0.00,0.02,0.03,0.01,0.02,0.04,0.01,0.02,0.05
Macedonia,MK,MKD,,,,4.19,2.19,-1.68,0.00,0.00,0.00,9.28,8.28,-1.37,0.00,0.00,0.00,7.48,6.48,1.19,0.00,0.00,0.00,5.67,3.67,-1.16,0.00,0.00,0.00,9.20,7.20,-1.32,0.00,0.00,0.00,13.14,12.14,0.45,0.00,0.00,0.00,3.49,1.49,-0.72,0.00,0.00,0.00,8.92,6.92,-1.66,0.00,0.00,0.00,13.15,12.15,0.77,0.00,0.00,0.00,3.34,1.34,-1.48,0.00,0.00,0.00,9.07,7.07,-1.81,0.00,0.00,0.00,13.51,12.51,0.44,0.00,0.00,0.00,1.61,-0.39,-1.71,0.00,0.00,0.00,5.28,4.28,-2.83,0.00,0.00,0.00,6.86,3.86,-3.21,0.00,0.00,0.00,3.66,2.31,-2.60,0.00,0.00,0.00,5.13,4.13,-3.19,0.00,0.00,0.00,7.24,6.24,-1.42,0.00,0.00,0.00,3.16,1.16,-2.55,0.00,0.00,0.00,5.50,4.50,-3.13,0.00,0.00,0.00,8.85,7.85,-1.35,0.00,0.00,0.00,Macedonia,62.05,5.13,32.82,0.72,1.91,1.79,1.11,1.88,2.97,0.67,1.78,3.01,0.55,1.80,3.06,0.14,0.86,1.13,0.51,0.78,1.45,0.39,0.87,1.82
Madagascar,MA,MDG,9857.14,2922128.57,296400.86,0.14,-1.86,-4.18,13.92,-54315.14,-12395.08,-1.98,-2.98,-10.07,-195.53,-87184.52,-29847.98,-14.52,-15.52,-20.75,-1431.29,-453525.11,-61507.14,0.20,-1.80,-4.50,19.82,-52568.38,-13323.92,-0.26,-2.26,-8.86,-25.50,-66003.20,-26246.49,-5.76,-6.76,-15.58,-568.22,-197668.81,-46186.93,0.42,-1.58,-4.05,41.40,-46170.88,-11993.58,0.97,-1.03,-7.47,96.00,-29982.90,-22144.36,-4.17,-5.17,-14.01,-411.37,-151170.96,-41537.58,0.84,-1.16,-3.53,82.53,-33976.35,-10473.48,1.85,-0.15,-7.03,182.07,-4468.18,-20845.28,-4.31,-5.31,-14.69,-424.52,-155068.84,-43531.70,-0.40,-2.40,-4.60,-39.44,-70134.50,-13642.62,-0.60,-1.60,-7.26,-59.34,-46813.42,-21524.80,-2.25,-5.25,-9.99,-221.78,-153409.43,-29599.35,-1.33,-3.33,-6.19,-130.70,-97187.89,-18350.13,-2.58,-3.58,-9.16,-253.90,-104488.02,-27163.60,-4.49,-5.49,-12.40,-442.32,-160345.07,-36749.02,-0.76,-2.76,-5.25,-74.53,-80536.13,-15565.61,-1.59,-2.59,-8.22,-156.71,-75676.83,-24364.04,-6.42,-7.42,-14.74,-633.08,-216896.49,-43699.72,Madagascar,0.15,93.14,6.71,-0.67,-1.15,-5.29,-0.66,-0.90,-2.45,-0.58,-0.49,-1.92,-0.44,-0.20,-1.98,-0.85,-0.66,-1.85,-1.17,-1.32,-1.98,-0.97,-0.99,-2.64
Malawi,MI,MWI,1783.71,75350.57,1880724.71,0.14,-1.86,-4.18,2.52,-1400.58,-78649.37,-1.98,-2.98,-10.07,-35.38,-2248.16,-189391.61,-14.52,-15.52,-20.75,-259.00,-11694.69,-390275.51,0.20,-1.80,-4.50,3.59,-1355.54,-84543.00,-0.26,-2.26,-8.86,-4.62,-1701.97,-166539.38,-5.76,-6.76,-15.58,-102.82,-5097.13,-293065.61,0.42,-1.58,-4.05,7.49,-1190.57,-76101.75,0.97,-1.03,-7.47,17.37,-773.14,-140510.53,-4.17,-5.17,-14.01,-74.44,-3898.12,-263564.52,0.84,-1.16,-3.53,14.93,-876.12,-66456.38,1.85,-0.15,-7.03,32.95,-115.22,-132267.60,-4.31,-5.31,-14.69,-76.82,-3998.64,-276217.66,-0.40,-2.40,-4.60,-7.14,-1808.50,-86565.24,-0.60,-1.60,-7.26,-10.74,-1207.14,-136579.33,-2.25,-5.25,-9.99,-40.13,-3955.85,-187814.00,-1.33,-3.33,-6.19,-23.65,-2506.11,-116435.37,-2.58,-3.58,-9.16,-45.94,-2694.35,-172358.63,-4.49,-5.49,-12.40,-80.04,-4134.69,-233180.15,-0.76,-2.76,-5.25,-13.49,-2076.72,-98766.99,-1.59,-2.59,-8.22,-28.36,-1951.42,-154594.90,-6.42,-7.42,-14.74,-114.56,-5592.93,-277283.78,Malawi,0.12,3.89,95.99,-1.36,-3.26,-6.85,-1.46,-2.86,-5.08,-1.31,-2.40,-4.55,-1.15,-2.25,-4.77,-1.50,-2.34,-3.26,-2.02,-2.98,-4.04,-1.72,-2.66,-4.82
Malaysia,MY,MYS,,2192592.29,71571.43,-1.95,-1.02,-3.83,0.00,-22446.89,-2741.87,4.88,1.53,-7.52,0.00,33485.52,-5379.37,1.14,-0.50,-10.60,0.00,-11020.57,-7585.26,3.09,-0.32,-3.13,0.00,-7010.12,-2242.74,5.00,1.79,-6.29,0.00,39266.14,-4502.63,7.35,4.78,-7.34,0.00,104775.29,-5250.34,0.98,-0.48,-3.13,0.00,-10525.82,-2241.20,6.25,1.62,-6.24,0.00,35588.78,-4465.81,5.93,3.02,-9.44,0.00,66320.68,-6756.04,-1.10,-1.50,-4.33,0.00,-32883.14,-3097.54,4.15,1.32,-6.78,0.00,28901.29,-4852.70,2.96,2.76,-9.54,0.00,60546.38,-6827.92,-2.12,-1.41,-3.86,0.00,-30875.64,-2762.86,1.29,0.00,-6.73,0.00,-31.38,-4818.29,4.12,-2.29,-8.09,0.00,-50156.41,-5792.29,2.95,-1.47,-4.44,0.00,-32176.71,-3175.88,4.33,0.23,-6.48,0.00,5088.27,-4635.85,5.74,2.00,-6.94,0.00,43958.86,-4968.64,1.26,-1.59,-4.33,0.00,-34822.55,-3095.88,2.76,-0.54,-7.29,0.00,-11763.05,-5219.93,5.46,1.51,-7.42,0.00,33134.01,-5310.04,Malaysia,0.00,97.80,2.20,-0.36,0.44,-0.24,-0.13,0.54,1.50,-0.18,0.48,0.92,-0.52,0.38,0.83,-0.49,-0.05,-0.81,-0.51,0.03,0.60,-0.55,-0.23,0.44
Mali,ML,MLI,7145.71,863293.29,447398.57,0.14,-1.86,-4.18,10.09,-16046.49,-18709.61,-1.98,-2.98,-10.07,-141.74,-25757.19,-45053.66,-14.52,-15.52,-20.75,-1037.58,-133986.30,-92841.18,0.20,-1.80,-4.50,14.36,-15530.43,-20111.62,-0.26,-2.26,-8.86,-18.49,-19499.52,-39617.43,-5.76,-6.76,-15.58,-411.92,-58397.90,-69716.28,0.42,-1.58,-4.05,30.01,-13640.40,-18103.56,0.97,-1.03,-7.47,69.59,-8857.94,-33425.52,-4.17,-5.17,-14.01,-298.21,-44660.89,-62698.38,0.84,-1.16,-3.53,59.83,-10037.74,-15809.06,1.85,-0.15,-7.03,131.99,-1320.05,-31464.65,-4.31,-5.31,-14.69,-307.75,-45812.46,-65708.39,-0.40,-2.40,-4.60,-28.59,-20720.05,-20592.68,-0.60,-1.60,-7.26,-43.02,-13830.23,-32490.35,-2.25,-5.25,-9.99,-160.77,-45322.21,-44678.37,-1.33,-3.33,-6.19,-94.75,-28712.51,-27698.37,-2.58,-3.58,-9.16,-184.06,-30869.21,-41001.75,-4.49,-5.49,-12.40,-320.65,-47371.23,-55470.35,-0.76,-2.76,-5.25,-54.03,-23793.03,-23495.31,-1.59,-2.59,-8.22,-113.60,-22357.43,-36776.00,-6.42,-7.42,-14.74,-458.94,-64078.39,-65962.00,Mali,0.43,64.81,34.76,-0.89,-1.81,-5.78,-0.91,-1.51,-3.28,-0.81,-1.09,-2.75,-0.66,-0.85,-2.85,-1.05,-1.19,-2.29,-1.44,-1.84,-2.63,-1.20,-1.51,-3.32
Mauritania,MR,MRT,428.57,74201.43,9330.86,0.14,-1.86,-4.18,0.61,-1379.22,-390.20,-1.98,-2.98,-10.07,-8.50,-2213.87,-939.63,-14.52,-15.52,-20.75,-62.23,-11516.33,-1936.28,0.20,-1.80,-4.50,0.86,-1334.87,-419.44,-0.26,-2.26,-8.86,-1.11,-1676.02,-826.25,-5.76,-6.76,-15.58,-24.71,-5019.39,-1453.99,0.42,-1.58,-4.05,1.80,-1172.41,-377.56,0.97,-1.03,-7.47,4.17,-761.35,-697.12,-4.17,-5.17,-14.01,-17.89,-3838.67,-1307.63,0.84,-1.16,-3.53,3.59,-862.76,-329.71,1.85,-0.15,-7.03,7.92,-113.46,-656.22,-4.31,-5.31,-14.69,-18.46,-3937.65,-1370.40,-0.40,-2.40,-4.60,-1.71,-1780.92,-429.48,-0.60,-1.60,-7.26,-2.58,-1188.73,-677.61,-2.25,-5.25,-9.99,-9.64,-3895.52,-931.80,-1.33,-3.33,-6.19,-5.68,-2467.89,-577.67,-2.58,-3.58,-9.16,-11.04,-2653.26,-855.12,-4.49,-5.49,-12.40,-19.23,-4071.63,-1156.88,-0.76,-2.76,-5.25,-3.24,-2045.05,-490.01,-1.59,-2.59,-8.22,-6.81,-1921.66,-766.99,-6.42,-7.42,-14.74,-27.53,-5507.64,-1375.69,Mauritania,0.51,81.11,18.38,-0.76,-1.43,-5.49,-0.76,-1.15,-2.79,-0.67,-0.73,-2.26,-0.53,-0.47,-2.34,-0.93,-0.88,-2.04,-1.28,-1.53,-2.25,-1.07,-1.21,-2.92
Mexico,MX,MEX,3062163.71,283639.86,20084644.14,-0.09,-2.09,-5.78,-2727.91,-5925.48,-1159892.92,-7.05,-8.05,-10.21,-216029.30,-22846.60,-2050461.47,-17.14,-18.14,-2.81,-524957.19,-51461.75,-564402.40,-0.57,-2.57,-5.37,-17460.75,-7290.14,-1078915.81,0.05,-1.95,-7.09,1460.56,-5537.51,-1424437.16,-4.34,-5.34,-4.37,-132863.84,-15143.21,-878064.45,-2.78,-4.78,-5.51,-85050.20,-13550.76,-1107404.22,-4.72,-6.72,-8.35,-144684.65,-19074.54,-1676878.92,-10.36,-11.36,-9.26,-317332.60,-32230.05,-1858872.61,-1.23,-3.23,-4.74,-37769.53,-9171.29,-952446.77,-3.83,-5.83,-7.74,-117411.40,-16548.29,-1555071.06,-11.21,-12.21,2.39,-343151.57,-34621.59,480232.96,-4.39,-6.39,-6.22,-134399.57,-18121.86,-1248691.97,-5.74,-6.74,-8.96,-175865.98,-19126.38,-1799791.07,-6.77,-9.77,-8.11,-207223.39,-27703.73,-1629852.79,-4.70,-6.70,-7.38,-143878.95,-18999.91,-1482037.36,-3.97,-5.97,-9.25,-121446.83,-16922.08,-1857817.81,-3.35,-4.35,-6.70,-102551.80,-12335.49,-1344882.21,-4.22,-6.22,-7.26,-129194.10,-17639.69,-1457880.98,-2.94,-3.94,-9.10,-89922.39,-11165.66,-1828701.63,-8.11,-9.11,-7.46,-248395.86,-25844.63,-1499132.00,Mexico,15.49,1.81,82.71,-1.61,-3.23,-1.77,-1.53,-1.96,-1.46,-1.69,-2.59,-3.15,-1.39,-2.37,0.01,-1.98,-2.81,-2.65,-2.32,-2.79,-2.05,-2.26,-2.69,-2.53
Moldova,MD,MDA,820094.57,,1337818.71,-4.91,-6.91,-7.91,-40227.00,0.00,-105756.79,-7.18,-8.18,-14.18,-58884.03,0.00,-189704.71,-3.83,-4.83,-13.83,-31445.13,0.00,-185078.25,-5.73,-7.73,-8.73,-46951.36,0.00,-116726.22,-6.30,-8.30,-13.30,-51681.08,0.00,-177954.56,-1.83,-2.83,-12.83,-15022.23,0.00,-171665.80,-4.40,-6.40,-7.40,-36106.89,0.00,-99035.67,-6.77,-8.77,-13.77,-55514.54,0.00,-184208.07,-3.00,-4.00,-14.00,-24576.27,0.00,-187251.28,-2.98,-4.98,-5.98,-24424.59,0.00,-79978.36,-6.83,-8.83,-13.83,-55980.53,0.00,-184968.25,-3.42,-4.42,-14.42,-28011.30,0.00,-192854.84,-7.88,-9.88,-10.88,-64660.65,0.00,-145615.36,-6.10,-7.10,-11.10,-50054.21,0.00,-148544.28,-8.41,-11.41,-14.41,-68947.81,0.00,-192743.56,-8.86,-10.86,-11.86,-72644.93,0.00,-158640.10,-7.17,-8.17,-12.17,-58806.77,0.00,-162822.31,-5.83,-6.83,-12.83,-47775.33,0.00,-171583.12,-5.99,-7.99,-8.99,-49097.72,0.00,-120227.58,-10.00,-11.00,-15.00,-81980.19,0.00,-200625.07,-7.38,-8.38,-14.38,-60487.54,0.00,-192320.51,Moldova,43.07,0.00,56.93,-2.20,-3.72,-3.18,-2.48,-3.43,-2.70,-2.04,-3.58,-3.09,-1.56,-3.60,-3.23,-3.20,-2.98,-3.94,-3.52,-3.34,-3.27,-2.56,-4.28,-3.79
Mongolia,MG,MNG,128235.14,,,-0.22,-0.92,-3.30,-287.63,0.00,0.00,6.10,3.67,-5.97,7817.50,0.00,0.00,-0.87,7.12,-0.16,-1111.32,0.00,0.00,-1.17,-1.18,-5.05,-1502.99,0.00,0.00,7.26,3.65,-6.96,9313.55,0.00,0.00,8.31,8.71,-2.85,10661.69,0.00,0.00,3.80,-0.24,-3.54,4878.76,0.00,0.00,7.83,3.00,-5.96,10037.46,0.00,0.00,5.75,8.91,-2.45,7376.23,0.00,0.00,-2.31,-1.31,-5.31,-2965.27,0.00,0.00,6.10,-0.13,-7.43,7818.71,0.00,0.00,6.60,7.55,-4.11,8457.34,0.00,0.00,3.32,-0.67,-3.35,4261.36,0.00,0.00,5.26,0.82,-6.62,6741.14,0.00,0.00,5.69,-0.63,-7.81,7291.10,0.00,0.00,0.75,-1.68,-5.56,959.65,0.00,0.00,4.23,0.44,-7.46,5424.43,0.00,0.00,6.84,3.83,-6.22,8764.97,0.00,0.00,0.08,-1.78,-5.73,105.40,0.00,0.00,5.00,0.81,-7.41,6408.73,0.00,0.00,7.56,4.29,-5.46,9696.98,0.00,0.00,Mongolia,100.00,0.00,0.00,-0.07,2.03,-0.29,-0.39,2.42,2.77,1.27,2.61,1.92,-0.77,2.03,2.20,1.11,1.75,1.90,0.25,1.41,2.28,0.03,1.67,2.52
Morocco,MO,MAR,4016040.00,30650.00,151092.86,0.14,-1.86,-4.18,5672.56,-569.71,-6318.50,-1.98,-2.98,-10.07,-79662.02,-914.47,-15215.26,-14.52,-15.52,-20.75,-583143.79,-4756.99,-31353.79,0.20,-1.80,-4.50,8073.23,-551.39,-6791.98,-0.26,-2.26,-8.86,-10390.98,-692.30,-13379.37,-5.76,-6.76,-15.58,-231506.59,-2073.33,-23544.18,0.42,-1.58,-4.05,16865.66,-484.28,-6113.83,0.97,-1.03,-7.47,39113.67,-314.49,-11288.27,-4.17,-5.17,-14.01,-167602.06,-1585.62,-21174.13,0.84,-1.16,-3.53,33625.26,-356.38,-5338.94,1.85,-0.15,-7.03,74179.94,-46.87,-10626.06,-4.31,-5.31,-14.69,-172959.13,-1626.51,-22190.66,-0.40,-2.40,-4.60,-16068.86,-735.64,-6954.44,-0.60,-1.60,-7.26,-24177.82,-491.02,-10972.45,-2.25,-5.25,-9.99,-90357.72,-1609.10,-15088.52,-1.33,-3.33,-6.19,-53249.80,-1019.40,-9354.13,-2.58,-3.58,-9.16,-103443.16,-1095.97,-13846.87,-4.49,-5.49,-12.40,-180210.53,-1681.85,-18733.13,-0.76,-2.76,-5.25,-30364.38,-844.74,-7934.70,-1.59,-2.59,-8.22,-63846.38,-793.77,-12419.78,-6.42,-7.42,-14.74,-257932.22,-2275.01,-22276.31,Montenegro,1.00,1.00,1.00,-0.02,-0.05,-0.17,-0.02,-0.04,-0.09,-0.02,-0.03,-0.08,-0.01,-0.02,-0.08,-0.02,-0.03,-0.06,-0.04,-0.05,-0.07,-0.03,-0.04,-0.10
Mozambique,MZ,MOZ,1814.29,160872.43,1299348.00,0.14,-1.86,-4.18,2.56,-2990.22,-54336.98,-1.98,-2.98,-10.07,-35.99,-4799.78,-130846.16,-14.52,-15.52,-20.75,-263.44,-24967.99,-269632.07,0.20,-1.80,-4.50,3.65,-2894.06,-58408.75,-0.26,-2.26,-8.86,-4.69,-3633.68,-115058.10,-5.76,-6.76,-15.58,-104.59,-10882.29,-202472.06,0.42,-1.58,-4.05,7.62,-2541.85,-52576.89,0.97,-1.03,-7.47,17.67,-1650.65,-97075.38,-4.17,-5.17,-14.01,-75.72,-8322.44,-182090.46,0.84,-1.16,-3.53,15.19,-1870.51,-45913.13,1.85,-0.15,-7.03,33.51,-245.99,-91380.54,-4.31,-5.31,-14.69,-78.14,-8537.03,-190832.22,-0.40,-2.40,-4.60,-7.26,-3861.13,-59805.86,-0.60,-1.60,-7.26,-10.92,-2577.23,-94359.41,-2.25,-5.25,-9.99,-40.82,-8445.68,-129756.23,-1.33,-3.33,-6.19,-24.06,-5350.50,-80442.43,-2.58,-3.58,-9.16,-46.73,-5752.40,-119078.48,-4.49,-5.49,-12.40,-81.41,-8827.50,-161098.62,-0.76,-2.76,-5.25,-13.72,-4433.77,-68235.76,-1.59,-2.59,-8.22,-28.84,-4166.25,-106805.94,-6.42,-7.42,-14.74,-116.52,-11940.84,-191568.77,Morocco,95.35,0.86,3.79,-0.01,-0.77,-4.92,0.00,-0.20,-2.05,0.08,0.21,-1.52,0.22,0.50,-1.57,-0.19,-0.29,-0.86,-0.51,-0.94,-1.60,-0.31,-0.62,-2.25
Myanmar,BM,MMR,119814.57,24124734.00,693490.14,-7.55,-2.23,-7.75,-9050.57,-537699.29,-53723.33,9.58,2.70,-10.91,11480.42,650532.79,-75671.48,9.37,6.76,-4.98,11230.94,1629779.47,-34557.98,3.86,-1.66,-7.19,4623.63,-400078.55,-49882.81,4.89,-0.15,-12.85,5855.30,-35727.42,-89134.19,12.50,7.58,-7.71,14972.37,1828719.75,-53438.58,-0.74,-1.39,-6.52,-883.12,-335043.49,-45196.04,10.25,1.68,-10.48,12284.97,404430.00,-72681.68,14.09,8.31,-7.85,16880.14,2005660.97,-54419.17,-3.70,-1.71,-7.28,-4436.91,-413018.20,-50502.94,3.99,-0.10,-12.84,4781.97,-22978.29,-89052.07,3.56,4.57,-11.18,4266.58,1103183.27,-77537.07,-7.06,-2.29,-6.92,-8458.59,-552514.22,-47992.90,0.46,-1.27,-12.10,557.00,-306867.28,-83903.91,10.02,-1.49,-11.51,12005.66,-359985.20,-79792.20,5.04,-3.01,-8.94,6034.19,-727114.16,-61988.19,7.52,-1.22,-12.00,9008.21,-295010.77,-83191.87,9.51,1.67,-11.70,11397.94,401871.70,-81151.61,1.78,-3.65,-9.86,2128.44,-880228.57,-68383.85,4.18,-3.71,-15.99,5009.81,-896116.21,-110854.43,8.32,-1.53,-16.32,9965.92,-369764.99,-113204.75,Mozambique,0.18,12.78,87.04,-2.35,-3.05,-1.15,-2.16,-3.73,-1.91,-1.95,-2.96,-1.91,-2.19,-3.73,-3.05,-2.11,-3.56,-3.40,-2.72,-3.53,-3.32,-3.02,-4.79,-4.80
Namibia,WA,NAM,8923.00,,35108.71,0.14,-1.86,-4.18,12.60,0.00,-1468.20,-1.98,-2.98,-10.07,-177.00,0.00,-3535.50,-14.52,-15.52,-20.75,-1295.65,0.00,-7285.53,0.20,-1.80,-4.50,17.94,0.00,-1578.22,-0.26,-2.26,-8.86,-23.09,0.00,-3108.90,-5.76,-6.76,-15.58,-514.37,0.00,-5470.85,0.42,-1.58,-4.05,37.47,0.00,-1420.64,0.97,-1.03,-7.47,86.90,0.00,-2623.00,-4.17,-5.17,-14.01,-372.39,0.00,-4920.13,0.84,-1.16,-3.53,74.71,0.00,-1240.58,1.85,-0.15,-7.03,164.82,0.00,-2469.13,-4.31,-5.31,-14.69,-384.29,0.00,-5156.34,-0.40,-2.40,-4.60,-35.70,0.00,-1615.97,-0.60,-1.60,-7.26,-53.72,0.00,-2549.62,-2.25,-5.25,-9.99,-200.76,0.00,-3506.05,-1.33,-3.33,-6.19,-118.31,0.00,-2173.57,-2.58,-3.58,-9.16,-229.83,0.00,-3217.53,-4.49,-5.49,-12.40,-400.40,0.00,-4352.93,-0.76,-2.76,-5.25,-67.46,0.00,-1843.75,-1.59,-2.59,-8.22,-141.86,0.00,-2885.92,-6.42,-7.42,-14.74,-573.08,0.00,-5176.24,Namibia,18.39,0.00,81.61,-1.13,-2.86,-6.54,-1.21,-2.42,-4.59,-1.08,-1.97,-4.07,-0.91,-1.80,-4.26,-1.28,-2.01,-2.85,-1.77,-2.65,-3.65,-1.48,-2.33,-4.40
